
File produced by vmc_phase_angle_analysis.pro  (v20151021)

   ID    pa(˚) d_pa(˚)  B   dB   ia(˚) d_ia(˚)  ea(˚) d_ea()
C_END
    643    81.54  2.1116   0.594  0.0386   61.31  18.76   42.40  20.29
    643    80.05  2.5164   0.581  0.0378   61.12  18.81   42.06  20.28
    643    80.04  2.5212   0.582  0.0412   61.12  18.82   42.06  20.28
    643    78.67  3.0784   0.594  0.0390   57.76  17.74   40.47  19.74
    643    78.66  3.0850   0.592  0.0386   57.71  17.73   40.45  19.73
    644    88.91  1.3119   0.814  0.0645   63.26  17.84   44.33  19.87
    644    88.90  1.3121   0.818  0.0685   63.26  17.85   44.33  19.87
    644    88.60  1.3188   0.804  0.0660   63.17  17.89   44.23  19.90
    644    88.28  1.3263   0.796  0.0678   63.10  17.91   44.12  19.91
    644    87.98  1.3369   0.787  0.0694   62.98  17.99   44.05  19.95
    644    87.97  1.3374   0.791  0.0726   62.97  18.00   44.05  19.96
    644    87.67  1.3486   0.782  0.0714   62.87  18.05   43.97  19.99
    644    87.36  1.3616   0.777  0.0731   62.78  18.09   43.89  20.02
    644    87.05  1.3763   0.771  0.0744   62.68  18.15   43.79  20.03
    644    87.04  1.3769   0.774  0.0773   62.67  18.15   43.79  20.03
    644    86.73  1.3923   0.765  0.0759   62.59  18.18   43.71  20.06
    644    86.42  1.4108   0.761  0.0779   62.49  18.23   43.61  20.07
    644    86.10  1.4313   0.757  0.0789   62.40  18.28   43.54  20.10
    644    86.09  1.4317   0.760  0.0815   62.40  18.27   43.53  20.09
    644    85.78  1.4534   0.753  0.0807   62.31  18.30   43.46  20.11
    644    85.45  1.4794   0.749  0.0817   62.20  18.37   43.39  20.15
    644    85.12  1.5071   0.746  0.0839   62.10  18.42   43.30  20.15
    644    85.11  1.5078   0.747  0.0854   62.10  18.42   43.30  20.15
    644    84.77  1.5397   0.743  0.0862   62.03  18.47   43.19  20.20
    644    84.43  1.5743   0.741  0.0879   61.93  18.51   43.09  20.21
    644    84.07  1.6129   0.738  0.0900   61.82  18.56   43.01  20.22
    644    84.06  1.6137   0.737  0.0902   61.83  18.56   43.00  20.21
    644    83.71  1.6550   0.736  0.0918   61.73  18.60   42.95  20.24
    644    83.33  1.7036   0.733  0.0936   61.64  18.64   42.84  20.26
    644    82.94  1.7574   0.729  0.0945   61.53  18.69   42.75  20.27
    644    82.93  1.7587   0.728  0.0939   61.53  18.69   42.75  20.26
    644    82.54  1.8170   0.726  0.0965   61.44  18.71   42.64  20.26
    644    82.12  1.8862   0.721  0.0997   61.33  18.77   42.57  20.28
    644    81.69  1.9672   0.715  0.1011   61.07  18.81   42.05  20.01
    644    81.67  1.9694   0.710  0.0987   61.07  18.81   42.02  19.99
    644    81.19  2.0575   0.707  0.1020   61.08  18.86   40.53  19.32
    644    80.64  2.1490   0.698  0.1030   61.35  18.73   39.04  18.99
    959    94.85  1.2296   0.742  0.0384   65.17  16.75   46.32  19.03
    959    94.61  1.2232   0.717  0.0429   65.06  16.79   46.28  19.02
    959    94.32  1.2197   0.713  0.0488   64.97  16.84   46.16  19.09
    959    94.04  1.2209   0.707  0.0547   64.90  16.94   46.01  19.17
    959    93.77  1.2210   0.695  0.0587   64.77  16.97   46.00  19.16
    961    94.55  1.2309   0.751  0.0339   65.03  16.82   46.26  19.04
    961    94.32  1.2243   0.742  0.0407   64.96  16.87   46.17  19.10
    961    94.11  1.2207   0.736  0.0455   64.89  16.90   46.09  19.10
    961    93.90  1.2206   0.730  0.0493   64.82  16.96   46.01  19.16
    961    93.70  1.2218   0.720  0.0531   64.75  16.98   45.98  19.17
    963    92.38  1.3984   0.995  0.0370   64.51  17.17   45.43  19.40
    963    92.25  1.4404   0.999  0.0304   64.48  17.16   45.35  19.47
    963    92.13  1.4880   1.010  0.0293   64.39  17.12   45.34  19.47
    963    91.99  1.5529   1.025  0.0274   64.47  17.15   45.19  19.52
    963    91.87  1.6251   1.039  0.0237   64.46  17.12   45.14  19.57
    963    91.78  1.6828   1.049  0.0235   64.49  17.11   45.10  19.58
    963    91.66  1.7829   1.061  0.0193   64.54  17.07   45.02  19.60
    963    91.59  1.8443   1.069  0.0205   64.60  17.06   44.93  19.65
    963    91.53  1.9104   1.063  0.0232   64.60  17.03   44.92  19.66
    963    91.47  1.9869   1.074  0.0226   64.65  17.01   44.86  19.68
    963    91.42  2.0733   1.083  0.0187   64.71  16.97   44.80  19.71
    963    91.36  2.1730   1.084  0.0221   64.77  16.94   44.75  19.75
    963    91.31  2.2871   1.093  0.0244   64.83  16.88   44.70  19.76
    963    91.28  2.3754   1.090  0.0266   64.88  16.85   44.66  19.79
    963    91.26  2.4725   1.084  0.0245   64.93  16.81   44.60  19.80
    963    91.31  2.5578   1.084  0.0265   64.58  16.60   43.61  19.52
    963    91.34  2.6821   1.081  0.0273   64.38  16.56   43.10  19.37
    963    91.39  2.8313   1.097  0.0350   64.18  16.54   42.43  19.23
    963    91.60  2.9654   1.062  0.0237   63.21  16.39   41.46  19.41
    963    94.26  1.2298   0.878  0.0703   64.95  16.85   46.15  19.09
    963    94.11  1.2237   0.876  0.0786   64.91  16.88   46.08  19.10
    963    93.96  1.2217   0.872  0.0865   64.86  16.95   46.02  19.17
    963    93.83  1.2201   0.854  0.0876   64.79  16.96   46.01  19.16
    965    93.19  1.3412   0.945  0.0285   64.69  17.03   45.71  19.29
    965    93.14  1.3694   0.956  0.0265   64.73  17.02   45.63  19.34
    965    93.10  1.4075   0.969  0.0260   64.72  17.00   45.62  19.35
    965    93.06  1.4526   0.980  0.0268   64.73  16.98   45.61  19.35
    965    93.03  1.5073   0.993  0.0265   64.74  16.97   45.61  19.36
    965    93.01  1.5722   1.004  0.0284   64.77  16.93   45.59  19.36
    965    92.99  1.6523   1.008  0.0288   64.86  16.90   45.55  19.36
    965    92.98  1.7509   1.015  0.0305   64.97  16.85   45.44  19.44
    965    92.99  1.8072   1.014  0.0303   64.98  16.83   45.43  19.44
    965    93.01  1.8698   1.011  0.0339   65.00  16.79   45.45  19.45
    965    93.03  1.9401   1.008  0.0357   65.04  16.74   45.45  19.46
    965    93.04  2.0240   1.011  0.0344   65.24  16.68   45.34  19.48
    965    93.08  2.1159   1.012  0.0337   65.27  16.63   45.37  19.49
    965    93.12  2.2259   0.998  0.0353   65.40  16.57   45.28  19.54
    965    93.16  2.3087   0.989  0.0357   65.47  16.53   45.28  19.53
    965    93.21  2.3985   0.976  0.0350   65.52  16.46   45.28  19.51
    965    93.33  2.4770   0.965  0.0341   65.28  16.27   44.38  19.25
    965    93.44  2.5927   0.944  0.0298   65.14  16.22   43.89  19.12
    965    94.02  1.2310   0.889  0.0325   64.89  16.94   46.02  19.18
    965    93.95  1.2241   0.882  0.0383   64.86  16.93   46.00  19.16
    965    93.88  1.2208   0.873  0.0419   64.81  16.96   46.01  19.16
    965    93.82  1.2197   0.865  0.0474   64.79  16.96   46.02  19.17
    967    93.79  1.2575   0.974  0.0617   64.81  16.93   45.97  19.16
    967    93.84  1.3277   0.985  0.0485   64.88  16.91   45.95  19.21
    967    93.86  1.3535   0.987  0.0523   64.92  16.88   45.93  19.21
    967    93.90  1.3908   0.989  0.0551   64.97  16.86   45.91  19.22
    967    93.95  1.4347   0.993  0.0590   65.05  16.83   45.88  19.23
    967    94.01  1.4855   0.991  0.0610   65.05  16.80   45.96  19.19
    967    94.09  1.5471   0.981  0.0582   65.12  16.74   45.96  19.20
    967    94.19  1.6226   0.975  0.0519   65.23  16.68   45.94  19.22
    967    94.31  1.7148   0.969  0.0568   65.36  16.61   45.93  19.22
    967    94.39  1.7680   0.953  0.0567   65.39  16.57   45.97  19.20
    967    94.47  1.8284   0.944  0.0535   65.46  16.53   45.98  19.22
    967    94.56  1.8971   0.934  0.0461   65.56  16.48   45.96  19.23
    967    94.66  1.9727   0.933  0.0398   65.71  16.39   45.94  19.22
    967    94.78  2.0627   0.911  0.0445   65.82  16.34   45.93  19.25
    967    93.86  1.2323   0.759  0.0850   64.83  16.95   45.95  19.18
    967    93.86  1.2240   0.760  0.0846   64.83  16.95   46.01  19.15
    967    93.86  1.2213   0.763  0.0852   64.82  16.95   45.96  19.18
    969    94.06  1.2305   1.017  0.1238   64.83  16.92   46.12  19.13
    969    94.12  1.2410   1.000  0.0575   64.96  16.91   46.04  19.17
    969    94.20  1.2540   0.983  0.0520   64.92  16.89   46.12  19.14
    969    94.28  1.2690   0.993  0.0514   65.01  16.84   46.12  19.09
